"Entity ID","Yext ID"
"LinTS5791","15876828"
"LeiTS5872","15876831"
"ScoTS6151","15876833"
"ArgTS6755","15876835"
"KevTS6123","15876836"
"MarTS7195","15876840"
"KirTS1032","15876844"
"JohTS1298","15876845"
"MikTS1571","15876846"
"BobTS1162","15876848"
"TimTS1787","15876849"
"JonTS1948","15876850"
"CraTS2089","15876851"
"BraTS2344","15876852"
"BetTS2595","15876853"
"JefTS2640","15876855"
"LanTS2883","15876856"
"BriTS3163","15876857"
"CalTS3326","15876858"
"TimTS3989","15876862"
"CatTS4179","15876864"
"DeiTS4255","15876865"
"TamTS4607","15876867"
"ChaTS4608","15876868"
"KarTS4764","15876870"
"ManTS4769","15876871"
"BriTS4474","15876872"
"CasTS4770","15876873"
"PauTS4941","15876874"
"DavTS5195","15876875"
"SteTS5196","15876876"
"KenTS5385","15876877"
"RyaTS5499","15876879"
"AdaTS5782","15876882"
"ScoTS5712","15876883"
"AndTS5731","15876884"
"DiaTS5926","15876885"
"RocTS6080","15876886"
"WilTS6334","15876887"
"RobTS6528","15876888"
"JesTS6534","15876889"
"JohTS6543","15876890"
"BriTS6682","15876891"
"LeeTS6625","15876892"
"DanTS6978","15876895"
"MarTS7278","15876896"
"RyaTS7206","15876897"
"JamTS1956","15876900"
"JonTS1926","15876901"
"RyaTS1923","15876902"
"AndTS2643","15876905"
"JimTS2918","15876906"
"MarTS2801","15876907"
"ThoTS3463","15876909"
"JoeTS3983","15876911"
"BobTS3316","15876912"
"JenTS3042","15876913"
"MatTS4178","15876914"
"PatTS4288","15876918"
"JohTS4300","15876919"
"RacTS4890","15876920"
"StuTS4875","15876921"
"TimTS4891","15876922"
"ScoTS4802","15876923"
"JonTS5059","15876926"
"CraTS5568","15876929"
"AshTS5570","15876930"
"DawTS5504","15876931"
"WilTS5071","15876932"
"DanTS5635","15876933"
"KarTS5661","15876934"
"MicTS6001","15876936"
"MicTS6006","15876937"
"MelTS6475","15876938"
"EriTS6611","15876941"
"GreTS6628","15876943"
"JoTS6804","15876945"
"PhiTS6970","15876946"
"IkeTS7198","15876947"
"MatTS7218","15876948"
"ZacTS7237","15876949"
"DavTS2069","15876954"
"MarTS1921","15876955"
"MarTS1924","15876957"
"MarTS1929","15876958"
"BriTS2267","15876960"
"NeiTS2254","15876961"
"KeiTS2293","15876963"
"ScoTS2269","15876964"
"PauTS2320","15876966"
"PauTS2319","15876967"
"DonTS2880","15876968"
"TodTS3915","15876970"
"KevTS3919","15876971"
"MarTS4190","15876972"
"DavTS4242","15876973"
"JohTS4323","15876974"
"ShaTS4742","15876975"
"DenTS5587","15876978"
"KatTS5630","15876979"
"BetTS5235","15876981"
"TonTS5633","15876982"
"JohTS5667","15876983"
"ChrTS5636","15876984"
"KenTS5795","15876985"
"AdaTS5719","15876986"
"AllTS5955","15876989"
"JarTS5953","15876990"
"BreTS6485","15876994"
"BriTS6616","15876995"
"DanTS6954","15876999"
"ThoTS6952","15877000"
"RyaTS7249","15877002"
"YETS7299","15877005"
"PatTS7335","15877007"
"SteTS2087","15877009"
"JosTS1222","15877010"
"RicTS2083","15877012"
"CraTS2461","15877015"
"RobTS2597","15877016"
"DonTS3327","15877019"
"JefTS3902","15877020"
"JacTS4046","15877022"
"JefTS3903","15877023"
"DavTS4261","15877024"
"MicTS4271","15877025"
"MicTS4273","15877026"
"SusTS4290","15877027"
"PhiTS4756","15877029"
"JimTS5189","15877030"
"SteTS5120","15877031"
"JacTS5375","15877034"
"MatTS5451","15877037"
"AndTS5787","15877038"
"AdaTS5730","15877039"
"JasTS6138","15877040"
"KayTS6084","15877041"
"JefTS6159","15877042"
"KeiTS6291","15877043"
"BetTS6548","15877046"
"MicTS6476","15877048"
"KelTS6498","15877049"
"MikTS6837","15877050"
"ScoTS6613","15877051"
"VicTS6979","15877055"
"JenTS6902","15877057"
"ChaTS7248","15877062"
"TreTS7262","15877063"
"AlTS1806","15877064"
"EriTS1334","15877066"
"MikTS1140","15877067"
"ChrTS1295","15877068"
"BilTS2124","15877071"
"TerTS2758","15877072"
"GreTS3191","15877074"
"RobTS3457","15877075"
"LucTS3878","15877076"
"RobTS3452","15877077"
"JolTS4103","15877079"
"MatTS4104","15877080"
"EriTS3981","15877081"
"AgnTS4456","15877084"
"NatTS4473","15877085"
"BilTS4751","15877086"
"EriTS4899","15877087"
"DerTS4803","15877088"
"KayTS5186","15877089"
"JimTS5110","15877090"
"JohTS5248","15877092"
"EvaTS5256","15877093"
"SheTS5388","15877095"
"JenTS5632","15877096"
"AutTS5413","15877097"
"JonTS5455","15877098"
"JanTS5715","15877099"
"AndTS5742","15877100"
"EriTS5740","15877101"
"AarTS5879","15877102"
"SusTS6002","15877103"
"DuaTS6155","15877104"
"NicTS6143","15877105"
"MarTS6335","15877106"
"JohTS6566","15877107"
"MatTS6768","15877108"
"BroTS6828","15877109"
"JoeTS7017","15877114"
"JoeTS7013","15877115"
"GenTS7016","15877116"
"KimTS7030","15877117"
"LisTS7103","15877118"
"AndTS2272","15877119"
"DouTS1170","15877120"
"TimTS2291","15877121"
"MatTS2351","15877123"
"EriTS2504","15877124"
"WayTS2520","15877125"
"ScoTS3187","15877127"
"BriTS3189","15877128"
"JenTS3461","15877129"
"LinTS3044","15877130"
"JasTS3900","15877131"
"NeaTS4037","15877133"
"ShaTS4048","15877134"
"JosTS4111","15877135"
"ScoTS4042","15877138"
"MarTS4597","15877140"
"WilTS4749","15877141"
"JaiTS4889","15877143"
"MicTS5104","15877144"
"JefTS5262","15877145"
"BriTS5373","15877147"
"KylTS5424","15877149"
"KylTS5428","15877150"
"MarTS5445","15877151"
"BriTS5380","15877152"
"EliTS5571","15877153"
"LauTS5714","15877156"
"DavTS5728","15877157"
"DavTS5738","15877158"
"MatTS5860","15877160"
"MatTS5869","15877161"
"DavTS6491","15877163"
"DebTS6497","15877165"
"GarTS6692","15877166"
"RyaTS6792","15877167"
"AshTS6835","15877168"
"JonTS2137","15877174"
"LarTS064","15877176"
"BraTS1942","15877177"
"TodTS2070","15877178"
"KevTS2259","15877179"
"RogTS2764","15877181"
"GreTS2881","15877182"
"RicTS2924","15877183"
"TodTS3332","15877184"
"JonTS3465","15877185"
"CorTS3921","15877186"
"LesTS4038","15877187"
"ScoTS4057","15877188"
"AntTS3464","15877189"
"ZacTS4309","15877190"
"JacTS4457","15877192"
"KatTS4279","15877193"
"JamTS4243","15877194"
"EllTS5070","15877196"
"SuzTS5197","15877197"
"NicTS5246","15877198"
"RusTS4477","15877200"
"LukTS5408","15877202"
"JimTS5588","15877203"
"BreTS5420","15877204"
"JonTS5639","15877205"
"JosTS5892","15877206"
"EriTS6098","15877207"
"KriTS6091","15877208"
"AarTS6014","15877209"
"RacTS6292","15877211"
"KayTS6492","15877212"
"TamTS6560","15877213"
"SeaTS6606","15877214"
"SheTS6609","15877215"
"MarTS6623","15877217"
"MarTS6635","15877218"
"BraTS7266","15877225"
"TimTS1939","15877232"
"KevTS2276","15877236"
"DavTS2265","15877237"
"BenTS2328","15877240"
"JimTS2481","15877242"
"WilTS2591","15877243"
"JohTS2511","15877245"
"AdaTS2650","15877246"
"RobTS2774","15877247"
"ScoTS3176","15877248"
"ChrTS3195","15877249"
"JonTS3446","15877250"
"AleTS4117","15877254"
"ColTS4353","15877256"
"AndTS4258","15877257"
"DavTS4465","15877259"
"MicTS4888","15877261"
"MicTS4885","15877262"
"ChaTS5057","15877263"
"AarTS5119","15877264"
"JeaTS5126","15877265"
"BlaTS5405","15877266"
"GerTS5433","15877267"
"AmyTS5798","15877268"
"CatTS5739","15877269"
"AnnTS6004","15877270"
"PatTS5809","15877271"
"BlaTS5875","15877275"
"NicTS6551","15877276"
"DavTS6617","15877277"
"AleTS6784","15877279"
"BriTS7186","15877281"
"PauTS7231","15877282"
"BryTS7242","15877283"
"JefTS1166","15877286"
"DanTS1812","15877289"
"BarTS1928","15877290"
"DanTS1802","15877291"
"ShaTS2255","15877292"
"ConTS2287","15877293"
"BlaTS2354","15877294"
"FraTS2599","15877295"
"AntTS2518","15877296"
"KatTS2913","15877298"
"TimTS4186","15877301"
"MatTS4932","15877303"
"MatTS4936","15877304"
"JacTS4880","15877305"
"SteTS4939","15877306"
"ChrTS5364","15877308"
"AllTS5393","15877309"
"LauTS5786","15877310"
"JerTS5423","15877311"
"MatTS5814","15877312"
"KylTS5813","15877313"
"GreTS5971","15877314"
"RicTS6011","15877315"
"JamTS6010","15877316"
"JamTS6015","15877317"
"CodTS6168","15877318"
"ChrTS6287","15877319"
"LauTS6216","15877322"
"ChrTS6217","15877323"
"BenTS6325","15877324"
"WilTS6517","15877325"
"NicTS6521","15877326"
"ChrTS6694","15877328"
"DusTS6614","15877330"
"DarTS6618","15877331"
"GreTS6823","15877333"
"ConTS6640","15877334"
"TheTS6972","15877336"
"HarTS1344","15877339"
"JonTS1206","15877340"
"MarTS1343","15877341"
"MarTS1340","15877342"
"WilTS1283","15877343"
"BarTS1949","15877344"
"BruTS1950","15877345"
"TimTS1958","15877346"
"TheTS2110","15877347"
"AleTS2356","15877348"
"LukTS2307","15877349"
"GreTS2484","15877350"
"DavTS2635","15877351"
"JefTS2487","15877352"
"MatTS2761","15877353"
"BetTS2649","15877355"
"SteTS2763","15877356"
"KeiTS3210","15877357"
"LauTS3171","15877358"
"JefTS3335","15877359"
"MicTS3991","15877362"
"JosTS4188","15877363"
"TarTS4326","15877364"
"MikTS3911","15877365"
"JohTS4757","15877366"
"MatTS4920","15877369"
"DavTS4811","15877370"
"MatTS4945","15877371"
"BraTS5449","15877373"
"GreTS5510","15877374"
"LinTS5642","15877378"
"JenTS6360","15877385"
"MonTS6568","15877386"
"DebTS6971","15877387"
"ScoTS7167","15877389"
"GabTS7214","15877393"
"JimTS1566","15877394"
"DavTS1339","15877397"
"GaiTS1014","15877398"
"MarTS1781","15877399"
"ScoTS1814","15877400"
"WilTS2144","15877401"
"GenTS2258","15877402"
"ShaTS2281","15877403"
"KeiTS2346","15877404"
"TedTS2513","15877406"
"JohTS2521","15877407"
"KurTS2910","15877410"
"PetTS3185","15877411"
"BreTS3209","15877412"
"KeiTS3203","15877413"
"MarTS3988","15877416"
"MolTS4040","15877417"
"SorTS4262","15877418"
"LucTS4177","15877419"
"KelTS4623","15877420"
"NanTS4882","15877421"
"JosTS5075","15877422"
"LeeTS5389","15877424"
"BryTS5411","15877425"
"ChaTS5457","15877426"
"PauTS5458","15877428"
"KylTS5856","15877429"
"JefTS5954","15877430"
"JulTS6089","15877431"
"MicTS5702","15877432"
"RobTS6296","15877433"
"JonTS6099","15877434"
"DanTS6211","15877435"
"MadTS6215","15877437"
"TonTS6480","15877438"
"WilTS6558","15877439"
"TraTS6573","15877441"
"ChaTS6788","15877442"
"PhiTS6361","15877443"
"ArnTS1142","15877449"
"KylTS1031","15877450"
"RicTS1293","15877451"
"KarTS1159","15877453"
"DavTS1345","15877454"
"BriTS1456","15877455"
"SteTS1957","15877457"
"AnnTS2064","15877458"
"KarTS2000","15877460"
"RicTS2142","15877461"
"BriTS2305","15877462"
"BreTS2340","15877464"
"CheTS2355","15877465"
"SarTS2638","15877466"
"CorTS3035","15877467"
"MelTS3040","15877468"
"HETS3453","15877469"
"DreTS3166","15877470"
"KenTS4181","15877473"
"JaiTS4302","15877474"
"MitTS4327","15877475"
"MaxTS4460","15877476"
"ChaTS4595","15877477"
"JorTS5194","15877480"
"KadTS5591","15877481"
"TamTS5672","15877483"
"CurTS5783","15877484"
"LukTS5854","15877485"
"FreTS5944","15877487"
"GreTS5941","15877488"
"ScoTS6280","15877489"
"JohTS6400","15877491"
"WenTS6539","15877492"
"RazTS6685","15877494"
"JohTS6407","15877495"
"DalTS6699","15877496"
"BryTS6774","15877497"
"JeaTS6841","15877499"
"RobTS7160","15877501"
"SarTS7028","15877502"
"BraTS1151","15877506"
"ShaTS1327","15877509"
"TerTS1564","15877511"
"TonTS1570","15877513"
"DanTS2278","15877514"
"BraTS2480","15877516"
"JamTS2503","15877517"
"TraTS2507","15877518"
"TimTS2762","15877520"
"ChrTS2630","15877521"
"PauTS2894","15877522"
"TonTS2897","15877523"
"WalTS3184","15877524"
"JoeTS3879","15877525"
"GreTS4134","15877528"
"VicTS4035","15877529"
"TomTS4286","15877530"
"SusTS4319","15877532"
"JanTS4333","15877533"
"RobTS4469","15877534"
"AdaTS4349","15877535"
"NatTS4744","15877536"
"ChrTS4812","15877537"
"RosTS5234","15877538"
"GreTS5450","15877539"
"HerTS5648","15877540"
"AmaTS5722","15877541"
"CalTS5861","15877542"
"ScoTS5805","15877543"
"KatTS5928","15877544"
"BraTS5974","15877546"
"DouTS6078","15877547"
"JacTS6161","15877548"
"LauTS6288","15877549"
"BraTS6846","15877552"
"BenTS7132","15877554"
"BlaTS7104","15877557"
"JoeTS1203","15877560"
"JoeTS1676","15877561"
"EriTS1290","15877562"
"MikTS1207","15877563"
"JohTS2004","15877564"
"ChaTS2324","15877566"
"JohTS2482","15877568"
"JamTS2920","15877570"
"KenTS2803","15877571"
"DavTS3916","15877572"
"RenTS3922","15877573"
"HowTS2647","15877574"
"BenTS4066","15877575"
"BryTS3212","15877576"
"BriTS4107","15877579"
"JanTS4343","15877580"
"JonTS5199","15877582"
"JasTS5111","15877583"
"CurTS5382","15877584"
"BriTS5431","15877585"
"KriTS5564","15877586"
"PhiTS5503","15877587"
"JohTS5524","15877589"
"EriTS5647","15877591"
"GreTS5885","15877593"
"PauTS5963","15877594"
"MicTS6126","15877597"
"WalTS6276","15877599"
"KevTS6299","15877600"
"KriTS6410","15877601"
"AdaTS6561","15877602"
"HerTS6537","15877603"
"RayTS6604","15877604"
"CorTS6626","15877606"
"SteTS7216","15877608"
"DonTS6904","15877609"
"JimTS7261","15877610"
"GarTS1027","15877615"
"KevTS1013","15877616"
"NatTS1285","15877617"
"TroTS2065","15877620"
"MikTS2121","15877621"
"SteTS1930","15877622"
"NatTS2138","15877623"
"MikTS2135","15877624"
"JerTS2462","15877625"
"JerTS2464","15877626"
"JoeTS2506","15877627"
"ScoTS2760","15877628"
"DavTS3036","15877630"
"AndTS3877","15877631"
"MatTS3197","15877632"
"MatTS4047","15877633"
"BetTS4028","15877634"
"MarTS4061","15877635"
"SteTS4195","15877636"
"BreTS4180","15877637"
"GreTS4102","15877638"
"KeiTS4109","15877639"
"KurTS4276","15877641"
"JasTS4281","15877642"
"JusTS4338","15877643"
"JosTS4629","15877644"
"JasTS4282","15877645"
"DanTS4886","15877646"
"JasTS5128","15877647"
"KeiTS5447","15877649"
"GarTS5876","15877650"
"ScoTS5881","15877651"
"TimTS5416","15877652"
"OmaTS5898","15877654"
"DomTS6118","15877655"
"EmiTS6285","15877656"
"ManTS6202","15877657"
"CarTS6679","15877659"
"GloTS6627","15877660"
"NatTS6964","15877662"
"ArnTS1567","15877669"
"DanTS1346","15877670"
"NorTS1200","15877671"
"TomTS1173","15877673"
"PauTS1943","15877674"
"JayTS2095","15877675"
"AlTS1945","15877676"
"DonTS2116","15877677"
"BilTS2256","15877678"
"MatTS2292","15877679"
"MatTS2296","15877680"
"MarTS3194","15877682"
"GeoTS4053","15877683"
"StaTS4124","15877684"
"EriTS3451","15877685"
"MicTS4397","15877686"
"CasTS4458","15877687"
"MicTS4395","15877688"
"NatTS4329","15877689"
"MatTS4480","15877691"
"TraTS4760","15877693"
"AdaTS4763","15877694"
"ChrTS4896","15877695"
"PetTS4943","15877696"
"JimTS5066","15877697"
"PauTS5073","15877698"
"MarTS5370","15877701"
"EriTS5638","15877703"
"TayTS5500","15877704"
"CatTS5794","15877706"
"MikTS5665","15877707"
"JerTS5964","15877708"
"JosTS5946","15877709"
"SteTS6341","15877710"
"JimTS6365","15877711"
"ThoTS6413","15877713"
"AndTS6541","15877714"
"MarTS6693","15877715"
"RyaTS6620","15877716"
"WyaTS6622","15877717"
"ChaTS7145","15877722"
"DelTS2109","15877732"
"AdaTS2128","15877734"
"MatTS2273","15877735"
"DreTS2200","15877736"
"PetTS2306","15877737"
"MarTS3164","15877739"
"MarTS3170","15877740"
"MarTS3172","15877741"
"TimTS4122","15877743"
"JohTS4270","15877745"
"AleTS5049","15877748"
"KeiTS5064","15877749"
"JohTS4287","15877750"
"BreTS5077","15877751"
"JasTS5193","15877752"
"SteTS5425","15877753"
"ThoTS5125","15877754"
"TimTS5448","15877755"
"MatTS5781","15877756"
"MatTS5792","15877757"
"DreTS5710","15877758"
"VicTS5733","15877759"
"ScoTS5850","15877761"
"JerTS5922","15877762"
"JesTS5925","15877763"
"AnnTS6087","15877764"
"RorTS6131","15877765"
"JefTS6493","15877768"
"MarTS6677","15877769"
"ChrTS6629","15877770"
"ChrTS6634","15877771"
"KelTS6786","15877772"
"JerTS6801","15877774"
"AarTS6817","15877775"
"JosTS6842","15877777"
"BriTS7220","15877779"
"ScoTS1028","15877780"
"CinTS1277","15877781"
"BilTS1350","15877782"
"JenTS1149","15877783"
"MicTS3049","15877785"
"MicTS3045","15877786"
"MarTS3153","15877787"
"CarTS4050","15877789"
"JohTS4291","15877791"
"ColTS4887","15877792"
"SarTS5238","15877794"
"AdaTS5644","15877795"
"KriTS5967","15877796"
"GreTS6363","15877798"
"Ce582L","15877830"
"Gr130T","15877832"
"Le414A","15877838"
"Ma211N","15877839"
"Se312G","15877840"
"Co424B","15877841"
"Re550L","15877845"
"SE000P","15877846"
"De455G","15877847"
"Ar212G","15877851"
"No410B","15877857"
"Fa348B","15877861"
"Si143S","15877862"
"Th015L","15877863"
"No303C","15877865"
"Vo710K","15877866"
"La058W","15877868"
"Ab132W","15877874"
"Na548F","15877878"
"Bl162S","15877884"
"Ce165G","15877885"
"Up107L","15877886"
"To378P","15877888"
"We785D","15877889"
"Ta116T","15877891"
"Re333M","15877895"
"Ce790S","15877899"
"Be977M","15877900"
"Su510H","15877902"
"Cr068G","15877904"
"Tr600M","15877907"
"Si000S","15877910"
"Ka526L","15877915"
"Ca600W","15877917"
"Co526C","15877920"
"Pa913O","15877922"
"In037M","15877923"
"Ca083F","15877924"
"Sa954S","15877925"
"Vi609F","15877929"
"Hi363N","15877934"
"Gr221O","15877935"
"Go443B","15877937"
"Pr750O","15877945"
"Me984M","15877948"
"So198T","15877949"
"Hi471B","15877950"
"Ta489B","15877954"
"Ch435C","15877959"
"Th023F","15877964"
"Ce010J","15877967"
"Ko899S","15877968"
"Va429P","15877969"
"Fo303O","15877971"
"Sa509H","15877972"
"Mi365M","15877975"
"Ri955R","15877976"
"Wa594S","15877980"
"He770B","15877981"
"Su161B","15877982"
"Ce303B","15877984"
"Ki021R","15877988"
"Pi202E","15877989"
"Ad451G","15877992"
"Cr767O","15877993"
"Wo951S","15878001"
"Ba645M","15878003"
"No485M","15878007"
"Le909C","15878014"
"Mi120W","15878016"
"An633B","15878017"
"La073P","15878018"
"Da220P","15878020"
"In845W","15878023"
"Ge392S","15878024"
"Ku890M","15878025"
"Jo670N","15878027"
"Sp242H","15878028"
"No025A","15878030"
"La999E","15878033"
"Fl444L","15878041"
"No350J","15878048"
"Ba520G","15878051"
"Ja160J","15878058"
"Cr846L","15878059"
"Pa435L","15878064"
"No069L","15878068"
"No014H","15878069"
"Hu440H","15878070"
"Th184F","15878071"
"Fo999G","15878072"
"Wi000S","15878079"
"Lo772G","15878083"
"Gr411B","15878085"
"Gr090G","15878088"
"No395S","15878089"
"Co373A","15878095"
"Ce540S","15878096"
"No288W","15878101"
"Gr413S","15878103"
"Pa438V","15878104"
"Gu628G","15878106"
"Ri113R","15878109"
"Li659L","15878113"
"La963N","15878114"
"Ri011A","15878119"
"Mi171W","15878121"
"We807S","15878122"
"La448I","15878123"
"Ge275L","15878128"
"Vi784O","15878129"
"We163G","15878131"
"Gr500I","15878135"
"Ka806T","15878143"
"Op127D","15878148"
"Au241A","15878153"
"Gl070M","15878154"
"Ma800B","15878155"
"We284S","15878158"
"Bl993R","15878159"
"Fo280W","15878160"
"Ba600D","15878162"
"Da423S","15878164"
"Tr026R","15878165"
"Eb646R","15878167"
"Su044B","15878169"
"La589T","15878171"
"Tw501M","15878176"
"Li846L","15878177"
"Ce601W","15878179"
"No700S","15878180"
"De376D","15878181"
"Ea564K","15878183"
"Lu000E","15878184"
"Re912L","15878185"
"No831V","15878186"
"Ca000F","15878188"
"He084B","15878193"
"Th300E","15878196"
"Ce778R","15878198"
"Ho200H","15878204"
"Me808W","15878209"
"Su663W","15878216"
"Bl373R","15878217"
"T3330C","15878218"
"Re283E","15878220"
"Ri873B","15878221"
"Cr000M","15878225"
"La598H","15878227"
"Ea686N","15878230"
"So095S","15878231"
"Fo265L","15878232"
"Sa003R","15878246"
"We310V","15878247"
"Gr292S","15878249"
"Gr605R","15878250"
"Pa181C","15878251"
"Hi356C","15878253"
"He955S","15878262"
"Ri501N","15878263"
"Al801S","15878264"
"Ce529W","15878265"
"Ze742G","15878266"
"Tr780A","15878267"
"No733M","15878270"
"Pa507M","15878272"
"Th223O","15878278"
"La461W","15878281"
"Mi631W","15878282"
"Ce628S","15878285"
"Ro222W","15878291"
"St460R","15878294"
"Wh886W","15878295"
"No500N","15878297"
"St450B","15878298"
"Pi050E","15878301"
"Sh390B","15878305"
"Ch100M","15878306"
"Ne413N","15878308"
"Ba150V","15878309"
"No449W","15878310"
"He030L","15878311"
"So600C","15878313"
"We353P","15878314"
"Cr222D","15878315"
"Gi161G","15878324"
"Fr840N","15878327"
"Ma998L","15878328"
"Co175W","15878332"
"Fl969M","15878333"
"Ne762F","15878338"
"MerTS5558","15878580"
"MauTS6457","15878581"
"MoTS5954","15878582"
"GraTS6855","15878583"
"KaiTS5956","15878584"
"PauTS7159","15878585"
"StaTS7161","15878587"
"KatTS6362","15878588"
"JesTS6763","15878589"
"AleTS5464","15878590"
"DusTS5865","15878591"
"EriTS6567","15878592"
"JasTS7168","15878593"
"NicTS6369","15878594"
"GreTS5670","15878595"
"GreTS6571","15878596"
"SetTS5666","15878597"
"JayTS5972","15878598"
"ChaTS5673","15878599"
"JudTS4675","15878601"
"ShaTS6177","15878603"
"BenTS4678","15878604"
"JorTS6879","15878605"
"JosTS5580","15878606"
"RicTS4881","15878607"
"StaTS5782","15878608"
"NatTS6483","15878609"
"SteTS1684","15878610"
"JasTS6785","15878611"
"JoaTS5886","15878612"
"JasTS5688","15878614"
"JenTS5689","15878615"
"MatTS6590","15878616"
"ShaTS5091","15878617"
"JamTS4992","15878618"
"Th434","15878625"
"TS12682-983","16062051"
"TS12682-450","16062052"
"TS12339-432","16062053"
"TS21719-596","16062056"
"TS12802-432","16062057"
"TS22934-705","16062058"
"TS23978-776","16062060"
"TS26166-140","16062061"
"TS24834-622","16062062"
"TS28444-146","16062063"
"TS27602-392","16062064"
"TS31563-776","16062065"
"TS34029-333","16062067"
"TS45089-200","16062074"
"TS46379-146","16062075"
"TS48047-141","16062076"
"TS48921-790","16062077"
"TS52625-340","16062078"
"TS53762-151","16062082"
"TS53240-194","16062083"
"TS55426-927","16062087"
"TS55770-280","16062088"
"TS57449-W67","16062089"
"TS57406-922","16062090"
"TS55771-927","16062091"
"TS58485-933","16062092"
"TS62538-700","16062094"
"TS66708-432","16062097"
"TS70068-225","16062100"
"TS72857-925","16062105"
"TS72944-161","16062106"
"TS73109-271","16062108"
"TS73124-189","16062109"
"TS73259-206","16062112"
"TS73446-318","16062114"
"00186-596","16062117"
"00859-194","16062121"
"50028-790","16062123"
"50161-14","16062124"
"60000-153","16062125"
"TS06516-700","16062127"
"TS11067-765","16062128"
"TS20037-776","16062132"
"TS24422-501","16062136"
"TS25007-330","16062137"
"TS28061-146","16062138"
"TS24706-501","16062139"
"TS30172-200","16062141"
"TS31435-200","16062143"
"TS31767-790","16062144"
"TS33493-596","16062145"
"TS34662-333","16062148"
"TS42617-790","16062149"
"TS43021-151","16062150"
"TS49357-333","16062151"
"TS49204-400","16062153"
"TS53112-701","16062154"
"TS53933-330","16062155"
"TS53383-501","16062156"
"TS55632-596","16062158"
"TS56199-776","16062162"
"TS63557-270","16062167"
"TS62743-835","16062170"
"TS71423-220","16062174"
"TS71660-610","16062175"
"TS72612-540","16062179"
"TS73530-201","16062184"
"TS72957-140","16062188"
"00019-524","16062190"
"00658-501","16062191"
"00759-330","16062194"
"50026-450","16062196"
"50162-146","16062198"
"50165-134","16062201"
"50167-125","16062202"
"TS47231-776","16062203"
"TS23049-144","16062204"
"00525-151","16062209"
"50155-335","16062211"
"50009-146","16062212"
"2.42958E+18","16071145"
"5.92295E+18","16071146"
"7.27644E+18","16071147"
"3.75587E+18","16071148"
"1.23173E+18","16071150"
"3.4375E+18","16071151"
"3.36887E+16","16071153"
"1829681583381329841","16071156"
"8.90055E+18","16071159"
"3683399492020696166","16071166"
"8500969289397221463","16071169"
"2.05724E+18","16071170"
"6359821489427586039","16071171"
"4.71267E+18","16071172"
"8.02881E+18","16071173"
"1576837774445382086","16071174"
"1.20086E+18","16071175"
"6.25635E+18","16071179"
"6049734073273345861","16071187"
"6.20157E+18","16071188"
"6.25475E+18","16071190"
"5.84023E+18","16071195"
"2679831682727859998","16071198"
"1.55175E+18","16071199"
"1448023241827723996","16071201"
"4077381557336416146","16071202"
"6.68141E+18","16071205"
"1.64024E+18","16071206"
"3.34E+18","16071208"
"2.8852E+18","16071209"
"2692525679953099937","16071210"
"4.69129E+18","16071211"
"3.3073E+18","16071213"
"3.29646E+17","16071224"
"7.69124E+18","16071228"
"1.66885E+18","16071230"
"5.19556E+18","16071233"
"1.41091E+18","16071234"
"5250598950761200404","16071235"
"4510987665556118990","16071236"
"6.39928E+18","16071237"
"6048956000339363904","16071238"
"1.06137E+17","16071242"
"7.04335E+18","16071243"
"4729096301951672249","16071244"
"6798533963776905181","16071249"
"2747273150353455937","16071257"
"7.244E+18","16071258"
"5025534053300173956","16071261"
"5568726649822777848","16071262"
"7.43301E+18","16071264"
"3947778098039848417","16071267"
"3.18383E+18","16071268"
"4.56821E+18","16071270"
"1814633058093144461","16071272"
"3005868237611784339","16071273"
"7.72196E+17","16071274"
"1.65031E+17","16071279"
"7.73299E+18","16071281"
"8.21728E+18","16071285"
"7085406045625463492","16071286"
"1.58541E+18","16071287"
"9.91551E+17","16071288"
"3.64665E+18","16071289"
"7.30469E+17","16071290"
"2657809716035001007","16071291"
"3169176508677420688","16071292"
"7.04873E+17","16071309"
"1.89749E+18","16071315"
"5.24273E+18","16071324"
"2.53835E+18","16071332"
"1.33539E+18","16071333"
"4.21082E+18","16071334"
"1.62209E+18","16071339"
"2.97672E+18","16071351"
"6255005193488303415","16071353"
"5.02622E+18","16071358"
"1.59303E+18","16071359"
"8365656568942240522","16071362"
"1379050465628522557","16071363"
"5.89147E+18","16071373"
"6.11825E+18","16071389"
"1.25656E+18","16071399"
"3.00795E+18","16071400"
"4.79542E+18","16071406"
"7.60389E+18","16071413"
"4.48761E+18","16071419"
"8.80875E+18","16071420"
"5094866206030437377","16071423"
"4.33587E+18","16071433"
"3.16739E+18","16096229"
"1.67526E+18","16096307"
"8.57066E+18","16096336"
"3.93686E+18","16096436"
"5.03981E+18","16097190"
"5.6658E+18","16100376"
"3385480333207540617","16101373"
"7873975582708662677","16108271"
"3.33939E+18","16112248"
"2.6458E+17","16149740"
"6.79884E+18","16150972"
"5.3209E+18","16168211"
"4.93735E+18","16169324"
"2.04773E+18","16169325"
"8.49792E+18","16178199"
"3.79593E+18","16193808"
"6302145090727352946","16194052"
"2.52389E+18","16194099"
"4469113142462426434","16196468"
"7.8211E+18","16200269"
"5.65756E+18","16200433"
"1.67312E+18","16201207"
"5.12134E+18","16206042"
"6.69072E+18","16235119"
"7.95477E+17","16235136"
"9.1182E+18","16235160"
"2.2256E+18","16237741"
"5.41719E+18","16241216"
"2.40062E+18","16241219"
"962097303001308979","16241911"
"1.1507E+18","16248158"
